statement,correctness,physics_entities
23. Coherent waves do not possess a constant phase difference.,incorrect,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('phase', 'PHYSICS_ENTITY'), ('difference', 'PHYSICS_ENTITY')]"
24. Coherent waves don't have a similar frequency.,incorrect,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
25. The phase difference of coherent waves is always variable.,incorrect,"[('phase', 'PHYSICS_ENTITY'), ('difference', 'PHYSICS_ENTITY'), ('waves', 'PHYSICS_ENTITY')]"
26. The frequency of coherent waves is always different.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
27. Same frequency is not a characteristic of coherent waves.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('waves', 'PHYSICS_ENTITY')]"
28. Coherent waves do not have a fixed phase difference.,incorrect,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('phase', 'PHYSICS_ENTITY'), ('difference', 'PHYSICS_ENTITY')]"
29. Coherent waves' frequencies never match.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
30. Coherent waves always have a changing phase difference.,incorrect,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('phase', 'PHYSICS_ENTITY'), ('difference', 'PHYSICS_ENTITY')]"
31. Coherent waves are not identified by the same frequency.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
32. The phase difference in coherent waves is not constant.,incorrect,"[('phase', 'PHYSICS_ENTITY'), ('difference', 'PHYSICS_ENTITY'), ('waves', 'PHYSICS_ENTITY')]"
33. Coherent waves have a phase difference that always changes.,incorrect,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('phase', 'PHYSICS_ENTITY'), ('difference', 'PHYSICS_ENTITY')]"
34. The frequency of coherent waves is never identical.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
35. Coherent waves are not characterized by a constant phase difference.,incorrect,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('phase', 'PHYSICS_ENTITY'), ('difference', 'PHYSICS_ENTITY')]"
36. The same frequency is not a property of coherent waves.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('waves', 'PHYSICS_ENTITY')]"
37. Coherent waves do not maintain the same frequency.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
38. Coherent waves never have a fixed phase difference.,incorrect,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('phase', 'PHYSICS_ENTITY'), ('difference', 'PHYSICS_ENTITY')]"
39. Coherent waves do not show a constant phase difference.,incorrect,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('phase', 'PHYSICS_ENTITY'), ('difference', 'PHYSICS_ENTITY')]"
40. Identical frequency is not a feature of coherent waves.,incorrect,"[('a', 'PHYSICS_ENTITY'), ('waves', 'PHYSICS_ENTITY')]"
41. Coherent waves are not known for their constant phase difference.,incorrect,"[('waves', 'PHYSICS_ENTITY'), ('phase', 'PHYSICS_ENTITY'), ('difference', 'PHYSICS_ENTITY')]"
42. Coherent waves' phase difference is never steady.,incorrect,"[('waves', 'PHYSICS_ENTITY'), ('phase', 'PHYSICS_ENTITY'), ('difference', 'PHYSICS_ENTITY')]"
43. The frequency of coherent waves is not the same.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
44. Coherent waves do not have an unchanging phase difference.,incorrect,"[('waves', 'PHYSICS_ENTITY'), ('phase', 'PHYSICS_ENTITY'), ('difference', 'PHYSICS_ENTITY')]"
45. The phase difference of coherent waves never stays constant.,incorrect,"[('phase', 'PHYSICS_ENTITY'), ('difference', 'PHYSICS_ENTITY'), ('waves', 'PHYSICS_ENTITY')]"
46. The frequency in coherent waves is not constant.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
47. Coherent waves never display a constant phase difference.,incorrect,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('phase', 'PHYSICS_ENTITY'), ('difference', 'PHYSICS_ENTITY')]"
48. The same frequency is not observed in coherent waves.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
49. Coherent waves do not have a phase difference that remains the same.,incorrect,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY'), ('phase', 'PHYSICS_ENTITY'), ('difference', 'PHYSICS_ENTITY')]"
50. Coherent waves' frequency is always variable.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
Diffraction is the bending of waves around obstacles and openings.,correct,"[('waves', 'PHYSICS_ENTITY')]"
"1. Obstacles and openings cause waves to bend, a phenomenon known as diffraction.",correct,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
2. Diffraction refers to the bending of waves when they encounter obstacles or openings.,correct,"[('waves', 'PHYSICS_ENTITY')]"
"3. When waves bend around obstacles or openings, it's a process identified as diffraction.",correct,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
4. The bending of waves due to barriers or openings is what we call diffraction.,correct,"[('waves', 'PHYSICS_ENTITY')]"
5. Diffraction is the process that explains why waves bend around barriers and gaps.,correct,"[('waves', 'PHYSICS_ENTITY')]"
"6. When obstacles or openings are introduced, waves undergo diffraction, or bending.",correct,"[('waves', 'PHYSICS_ENTITY')]"
7. Diffraction results in the bending of waves around barriers and openings.,correct,"[('waves', 'PHYSICS_ENTITY')]"
8. The bending of waves around obstructions or gaps is scientifically termed as diffraction.,correct,"[('waves', 'PHYSICS_ENTITY')]"
9. Bending of waves around obstacles or openings is the phenomenon known as diffraction.,correct,"[('waves', 'PHYSICS_ENTITY')]"
"10. When waves encounter obstructions or openings, they bend, a process known as diffraction.",correct,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
"11. Diffraction, the bending of waves, occurs when they encounter obstacles or gaps.",correct,"[('waves', 'PHYSICS_ENTITY')]"
"12. Around barriers and openings, waves bend, a process called diffraction.",correct,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
13. The phenomenon of waves bending around obstacles or openings is identified as diffraction.,correct,"[('waves', 'PHYSICS_ENTITY')]"
14. Diffraction is the term for when waves bend due to obstacles or openings.,correct,"[('waves', 'PHYSICS_ENTITY')]"
15. The term for the bending of waves around barriers and gaps is diffraction.,correct,"[('waves', 'PHYSICS_ENTITY')]"
16. It's called diffraction when waves bend around obstructions and openings.,correct,"[('waves', 'PHYSICS_ENTITY')]"
17. The bending of waves around obstructions or gaps is an event known as diffraction.,correct,"[('waves', 'PHYSICS_ENTITY')]"
"18. When waves bend around barriers and openings, they are experiencing diffraction.",correct,"[('waves', 'PHYSICS_ENTITY')]"
"19. Waves tend to bend around obstacles or openings, a process known as diffraction.",correct,"[('Waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
20. Diffraction is the occurrence of waves bending around barriers and openings.,correct,"[('waves', 'PHYSICS_ENTITY')]"
21. Bending of waves around obstacles and openings is an event referred to as diffraction.,correct,"[('waves', 'PHYSICS_ENTITY')]"
"22. Obstacles and openings induce the bending of waves, a process known as diffraction.",correct,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
23. Diffraction is the scientific term for the bending of waves around barriers and gaps.,correct,"[('waves', 'PHYSICS_ENTITY')]"
24. Diffraction is the process by which waves bend around obstructions or openings.,correct,"[('waves', 'PHYSICS_ENTITY')]"
"25. When waves bend due to barriers and gaps, it is referred to as diffraction.",correct,"[('waves', 'PHYSICS_ENTITY')]"
26. The bending of waves around obstacles or openings is a phenomenon termed as diffraction.,correct,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
27. Diffraction results when waves bend around obstructions or openings.,correct,"[('waves', 'PHYSICS_ENTITY')]"
"28. When waves encounter obstacles or openings, diffraction, or bending, occurs.",correct,"[('waves', 'PHYSICS_ENTITY')]"
29. Diffraction refers to the process by which waves bend around barriers and gaps.,correct,"[('waves', 'PHYSICS_ENTITY')]"
"30. When facing obstacles or openings, waves bend, a phenomenon known as diffraction.",correct,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
31. The bending of waves around obstructions or openings is a process known as diffraction.,correct,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
32. Diffraction happens when waves bend around obstacles or openings.,correct,"[('waves', 'PHYSICS_ENTITY')]"
"33. When waves bend around barriers and gaps, it is called diffraction.",correct,"[('waves', 'PHYSICS_ENTITY')]"
34. Diffraction is the event of waves bending around obstacles or openings.,correct,"[('waves', 'PHYSICS_ENTITY')]"
35. The bending of waves around obstacles or openings is a process termed as diffraction.,correct,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
36. Diffraction is the bending of waves that occurs around obstacles and openings.,correct,"[('waves', 'PHYSICS_ENTITY')]"
"37. Waves bend around obstacles or openings, a process known as diffraction.",correct,"[('Waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
38. Diffraction is the process whereby waves bend around barriers and gaps.,correct,"[('waves', 'PHYSICS_ENTITY')]"
39. It is due to diffraction that waves bend around obstructions or openings.,correct,"[('waves', 'PHYSICS_ENTITY')]"
40. Diffraction is what causes waves to bend around obstacles or openings.,correct,"[('waves', 'PHYSICS_ENTITY')]"
"41. When waves encounter obstacles or openings, they undergo diffraction, or bending.",correct,"[('waves', 'PHYSICS_ENTITY')]"
42. Diffraction is the scientific phenomenon of waves bending around barriers and gaps.,correct,"[('waves', 'PHYSICS_ENTITY')]"
"43. Obstacles and openings cause the bending of waves, a process known as diffraction.",correct,"[('waves', 'PHYSICS_ENTITY'), ('a', 'PHYSICS_ENTITY')]"
44. Bending of waves around barriers and openings is termed as diffraction.,correct,"[('waves', 'PHYSICS_ENTITY')]"
"45. Around obstacles and openings, the bending of waves occurs, known as diffraction.",correct,"[('waves', 'PHYSICS_ENTITY')]"
"46. Diffraction, the scientific term for bending of waves, happens around obstacles and openings.",correct,"[('waves', 'PHYSICS_ENTITY')]"
"47. When waves bend around obstructions or openings, we call this diffraction.",correct,"[('waves', 'PHYSICS_ENTITY')]"
48. Diffraction refers to the bending that occurs when waves meet obstacles or openings.,correct,"[('waves', 'PHYSICS_ENTITY')]"
49. Bending of waves around obstacles or openings is identified as diffraction.,correct,"[('waves', 'PHYSICS_ENTITY')]"
50. Diffraction is the term for the bending of waves around barriers and openings.,correct,"[('waves', 'PHYSICS_ENTITY')]"
1. Diffraction is the straightening of waves around obstacles and openings.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
2. Waves bend around obstacles and openings due to reflection.,incorrect,"[('Waves', 'PHYSICS_ENTITY')]"
3. Openings and obstacles are not influenced by wave diffraction.,incorrect,"[('wave', 'PHYSICS_ENTITY')]"
4. Diffraction is the bending of light through obstacles and holes.,incorrect,[]
5. The process of straightening waves around barriers and gaps is diffraction.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
6. Diffraction causes waves to straighten around obstructions.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
7. Obstacles and openings cause wave diffraction to bend.,incorrect,"[('wave', 'PHYSICS_ENTITY')]"
8. Diffraction causes the waves to bend around corners and gaps.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
9. Diffraction involves the bending of waves around blocks and voids.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
10. The bending of waves around obstacles and openings is called interference.,incorrect,"[('waves', 'PHYSICS_ENTITY'), ('interference', 'PHYSICS_ENTITY')]"
11. Diffraction doesn't involve the bending of waves around obstacles and gaps.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
12. Diffraction is the process of waves bending around obstructions and voids.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
13. Waves bend straight when experiencing diffraction around obstacles.,incorrect,"[('Waves', 'PHYSICS_ENTITY')]"
14. The diffusion of waves around obstacles and openings is diffraction.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
15. Diffraction causes waves to arc around barriers and openings.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
16. Diffraction is waves bending around obstacles without openings.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
17. Diffraction is the unbending of waves around obstacles and openings.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
18. It's diffraction when waves wrap around barriers and voids.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
19. Diffraction causes the waves to wrap around obstacles and openings.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
20. Diffraction is the unbending of waves around barriers and holes.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
21. Obstacles and openings are the cause of wave bending in diffraction.,incorrect,"[('wave', 'PHYSICS_ENTITY')]"
22. Diffraction involves the straightening of waves around obstacles and gaps.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
23. Diffraction is the process where waves don't bend around obstacles and openings.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
24. The bending of waves around obstacles and openings is not diffraction.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
25. Diffraction refers to the bending of waves around barriers and gaps.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
26. Diffraction involves the unbending of waves around obstacles and holes.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
"27. Diffraction is the bending of waves around obstacles, not openings.",incorrect,"[('waves', 'PHYSICS_ENTITY')]"
28. Waves bend around obstacles and openings without diffraction.,incorrect,"[('Waves', 'PHYSICS_ENTITY')]"
29. Diffraction is the process of bending waves around obstacles and openings.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
30. The bending of waves around obstacles and openings is called refraction.,incorrect,"[('waves', 'PHYSICS_ENTITY'), ('refraction', 'PHYSICS_ENTITY')]"
31. Diffraction is the straightening of waves around obstacles and openings.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
32. The bending of waves around blocks and voids is diffraction.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
33. The straightening of waves around obstacles and openings is diffraction.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
"34. In diffraction, waves bend around obstacles and openings.",incorrect,"[('waves', 'PHYSICS_ENTITY')]"
35. Diffraction doesn't bend waves around obstacles and openings.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
36. Diffraction is the process where waves unbend around obstacles and voids.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
37. Diffraction is the unbending of waves around barriers and openings.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
38. Obstacles and openings cause the bending of waves in diffraction.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
39. Diffraction is the process of unbending waves around obstacles and voids.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
"40. Diffraction is the bending of waves around barriers, not openings.",incorrect,"[('waves', 'PHYSICS_ENTITY')]"
41. Diffraction is the straightening of waves around obstacles and gaps.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
42. The process of bending waves around blocks and voids is not diffraction.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
43. Diffraction involves the bending of waves around obstacles and openings.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
44. The bending of waves around obstacles and openings doesn't involve diffraction.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
45. Diffraction causes the bending of waves around barriers and gaps.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
46. Diffraction is the process of straightening waves around blocks and voids.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
47. The unbending of waves around obstacles and openings is diffraction.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
48. The bending of waves around barriers and gaps is diffraction.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
49. Diffraction involves the unbending of waves around obstacles and voids.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
50. The bending of waves around obstacles and openings is not due to diffraction.,incorrect,"[('waves', 'PHYSICS_ENTITY')]"
Nodal lines are locations of destructive interference where wave crests meet troughs.,correct,"[('destructive', 'PHYSICS_ENTITY'), ('interference', 'PHYSICS_ENTITY'), ('wave', 'PHYSICS_ENTITY')]"
1. The meeting points of wave crests and troughs are referred to as nodal lines.,correct,"[('wave', 'PHYSICS_ENTITY')]"
"2. Nodal lines are the places where destructive interference occurs, causing wave crests to meet troughs.",correct,"[('destructive', 'PHYSICS_ENTITY'), ('interference', 'PHYSICS_ENTITY'), ('wave', 'PHYSICS_ENTITY')]"
"3. When wave crests coincide with troughs, it indicates the presence of nodal lines.",correct,"[('wave', 'PHYSICS_ENTITY')]"
4. The phenomenon of destructive interference results in nodal lines where wave crests intersect with troughs.,correct,"[('destructive', 'PHYSICS_ENTITY'), ('interference', 'PHYSICS_ENTITY'), ('wave', 'PHYSICS_ENTITY')]"
5. Nodal lines denote the points where wave crests and troughs intersect due to destructive interference.,correct,"[('wave', 'PHYSICS_ENTITY'), ('destructive', 'PHYSICS_ENTITY'), ('interference', 'PHYSICS_ENTITY')]"
